597
8,949,495,995,454
74,8,0,34
6,16
10,112,70,246
8,371,1024
388,395
386,37
8,371,388,395,260,260
8,238
83,50,2
8,371,597,29
1,11,198,168,111,185,131,318,124,280,127,62,47,334,144,144,175,175,163,15,244,29,5,3,158
13,21,0,0,444,107,48,2,18,61,95,0,1,11,198,0,96,96,7,7
21,10,333,696,1,28,9,9,105,52,7,216,347,25
2,37,195
5,871,97
2,21,618,1,326,28,9,9,52,7,3,216,347,105,50,113
7,325,8,325,253,0
1,11,198,168,111,185,131,318,124,280,127,62,47,334,144,144,175,175,163,15,244,29,5,3,158
3,7,7
75,778,337,373
29,3,0,73,20,337,373,3,232,0,36
553,317,337,373,21,0,7,111,465,41,1,586,8,100,1,75,75,78
8,21,0,134,4,240,32,518,201,90,0,211,60,416,201,251,251,111,251,251,185,129,427,427,129,72,306,63,391,129,177,6,129,129,0,690,6,4,72,30,0,12,128,352,66
101,7,1,250,21,284,1,1,14,41,14,41,0,50
35,85,17,0,218,87,0,0,32
2,324,114,263,360,128,128,26,26,31,5,35,80,172,293,77,17,38,79,292,188,266,169,169,66,0,0,66
1,11,198,168,111,185,131,318,124,280,127,62,47,334,144,144,175,175,163,15,244,29,5,3,158
35,85,40,288,17,0,220,451,81,54,54,35,98,54,35,15,63,19,98,15,10,12,0
35,85,17,0,220,15,81,141,69,163
35,85,24,327,135,135,7,0,0
35,85,17,0,40,222,414,0,89
2,41,87,211,188,177,287
126,24,81,379,0,254,254,0,0,275,188,188,266,169,169,287,89
0,64,115,11,81,379,11,437,6,24,0,64,115,0,32
35,0,302,582,71,66,76
56,2,377
2,54,35,296,85,56,2,32
80,172,293,585,2,0,0,159,714,13,519,193,193,455,477,477,65,65,409,157,398,398,0,0,15,15,19,0,72,170
200,60,48,23,18,228,197,131,318,991,280,0,63
35,17,0,79,95,0,141,188,0,141
81,196,295,313,44,44,193,375,6,313,311,32
386,42,911,625,568,1,15,0,15,0
81,432,60,48,70,45,70,985,0,319,72,15,840,231
279,40,17,0,0,446,107,48,279,40,38,610,70,601,414,279,40,38,0,12,86,0
279,40,17,0,0,446,107,48,279,40,38,610,70,601,414,279,40,38,0,12,86,0
566,35,80,172,293,40,222,90,0,211,15,0,1
1,11,198,168,111,185,131,318,124,280,127,62,47,334,144,144,175,175,163,15,244,29,5,3,158
126,24,81,379,0,254,254,0,0,275,188,188,266,169,169,287,89
0,64,115,11,81,379,11,437,6,24,0,64,115,0,32
323,319,196,81,196,484,35,81,196,505,6,81,81,307,142,542,158
81,196,295,313,44,44,193,375,6,313,311,32
1,11,198,168,111,185,131,318,124,280,127,62,47,334,144,144,175,175,163,15,244,29,5,3,158
35,85,40,288,17,0,220,451,81,54,54,35,98,54,35,15,63,19,98,15,10,12,0
35,85,17,0,220,15,81,141,69,163
323,319,196,81,196,484,35,81,196,505,6,81,81,307,142,542,158
323,319,196,81,196,484,35,81,196,505,6,81,81,307,142,542,158
35,85,40,288,17,0,220,451,81,54,54,35,98,54,35,15,63,19,98,15,10,12,0
136,390
387,387,11,387,134,134,387,292,66,128,354
15,8,0,15,4,112,70,70,561,121,330,331,0,0,5,29,8,110,304,3,4,180,96,0,0,170,113
136,390
65,579,210,13,83,907,165,273,133,165,550,65,217,950,518,201
93,11,270,670,94,60,48,40,222,71765,0,66,76,0,170,113
0,23,42,53,436
18,948,95,295,541,4,0,1,95,242
11,27,27,31,27,27,30,594,688,599,99,325,137,0,32
65,291,289,273,228,197,146,0,1,0,290,33,587,580,156,156,156
11,30,27,27,327,225,422,422,7,0,656,81,44,44,19,168,7,0
543,0,1,177,39,76,0,275,66
27,27,11,544,23,364,713,53,364,99,0
299,27,27,11,146,0,1,128,352,872,66,364,275,141,163
27,27,11,139,43,384,186,77,6
65,291,289,273,228,197,146,0,1,0,290,33,587,580,156,156,156
28,65,9,9,0,216,347,11,0,538
127,176,31,31,219,27,27,994,271,6,31,31,74,353,191,0,1020
358,65,65,11,125,528,664,592,202,748,571,137,11,11,399,131,0,399,29,27,27,11,612,105,6,6,77,6,1,176,27,27,227,33,0
14,82,24,14,82,47,86,33,247,511,14,82,22
429,20,14,82,20,20,0,16
14,82,105,2,16
0,283,69,69,145,27,43,0,140,6,0,45,13,0,45,100,383,408,221,176,97,30,176,27,27,226,226,202,27,0
97,11,0,0,347,11,11,0
18,207,207,725,608,207,632,93,621,207,156,0,57,156
8,43
81,196,295,313,44,44,193,375,6,313,311,32
0,283,69,69,145,27,43,0,140,6,0,45,13,0,45,100,383,408,221,176,97,30,176,27,27,226,226,202,27,0
0,283,69,69,145,27,43,0,140,6,0,45,13,0,45,100,383,408,221,176,97,30,176,27,27,226,226,202,27,0
8,26,26,1,167,11,11,0
290,674,45
227,46,302,46,432,39,70,46,48,0,282,35,48,117,184,184,47,47
74,74,48,282,18
432,26,26,139,109,17,35
99,99,0,209,0,209
35,85,17,0,218,87,0,0,32
2,324,114,263,360,128,128,26,26,31,5,35,80,172,293,77,17,38,79,292,188,266,169,169,66,0,0,66
4,4,15,15,35,17,0,270,79,120,54,15
227,46,302,46,432,39,70,46,48,0,282,35,48,117,184,184,47,47
51,35,17,0,23,60,48,35,282,141,51,65,35,0,1,95,42,66,0,0,32
35,85,40,288,17,0,220,451,81,54,54,35,98,54,35,15,63,19,98,15,10,12,0
35,85,17,0,220,15,81,141,69,163
35,85,17,0,40,222,414,0,89
35,0,302,582,71,66,76
35,17,0,79,95,0,141,188,0,141
462,104,110,10,135,316,35,17,0,209,462,138,0,0,32
98,13,359,84,241
566,35,80,172,293,40,222,90,0,211,15,0,1
15,8,0,15,4,112,70,70,561,121,330,331,0,0,5,29,8,110,304,3,4,180,96,0,0,170,113
2,50,15
192,384,119,0,5,119,1,23,106,103,13,72,72
95,466,297,678,0,42,223,8,0,106,315,186
106,98,146,148,83,438,118,21,0,168,438,118,504,0,0,54
90,0,87,24,134,25,25,581,0,5,7,216,52,90,0
1,55,4,235,456,6,157,157,57,14,14,82,57,208,111,277,277,64,6,6,51,0,25,159,0,0,105,6,215,71,76,53
687,860,91,109,355,15,0,89,19,0,57
177,42,223,6,63,148,38,41
312,197,83,177,6,83,892,225
106,77,11,11,149,149,0,149,30,87,77,1,22,161
908,626,703,182,182,0,9,9,1,88,88
106,104,0,77,4,4,126,993,0,1,0,1,283,90,115,23,0,22,22,161,71,76,54,15,60,48
14,82,24,14,82,47,86,33,247,511,14,82,22
192,1,334,60,232
319,72,80,237,72,0,1,30,106
124,3,59,354
19,0,19,64,246,2,654,0,22,134
13,281,49,126,171,580,666,171,0,433,17,63
24,101,7,25,25,354
24,101,7,5,627,627,1,310,73,30,4
83,7,23,4
206,137,137,38,321,15
121,149,326,329,329,434,206,57,307,195,235,140,6,29,9,9,315
199,40,7,84,0,137,77,6,56,43,63,93
247,7,111,1007,314,25,25,817,17
157,496,846,633,878,365,19,6,0,402,4,785
6,247,7,149,947,498,4,112,70,17
1,55,4,235,456,6,157,157,57,14,14,82,57,208,111,277,277,64,6,6,51,0,25,159,0,0,105,6,215,71,76,53
189,19,413,182,7,4,112,43,0
18,413,182,10
157,0,175,175,675,0,279,3,5,2,155,4,434,94,195,153,38,0,916,355,60,48,0,57,355
6,124,186,233,124,186,233,33,94,155,1,516,516,0,0,53,184,117,47,47
248,224,4,106,52,119,119,5,0,1,0,113
248,224,123,279,17,0,253,248,42,42,248,0
248,224,368,106,319,106,8,53,22
224,37,697,40,286,629,114,365,6,709,103,103,0,206,259,0
92,1,30,286,130,123,6,92,92,92,47,10,59
224,37,194,299,147,193,23,208,12,0,0,375
224,37,490,10,72,132,126,393,23,0,66,23,22,22,161
248,1017,384,6,146,0,1,66,128,0,32
69,126,69,126,0,283,69
13,281,49,126,171,580,666,171,0,433,17,63
49,126,49,314,20,13,1,8,20,171,171,1,576,523,171,97,0,0,360,0,32,13
60,793,107,281,171,57,60,225,236,62,60,225,157,455,7,111,185,236,62,2,0,920
